File	chunk	chunk_Start	chunk_End	words_Chunk	words_per_second	syllable_count	syllables_per_second
eng145	1	0	21.4465306122449	80	3.73020706455542	232	10.817600487210719
eng164	1	0	26.01795918367347	84	3.228539156626506	239	9.185962600401608
eng185	1	0	27.350204081632654	79	2.8884610792741165	233	8.519132043935052
eng188	1	0	22.674285714285713	82	3.6164314516129035	235	10.364163306451614
eng194	1	0	21.263673469387754	79	3.71525644963145	233	10.9576550982801
eng206	1	0	25.234285714285715	82	3.2495471014492754	235	9.312726449275361
eng215	1	0	26.644897959183673	79	2.964920343137255	231	8.669577205882353
eng217	1	0	21.89061224489796	78	3.5631712410501195	230	10.506786992840096
eng221	1	0	22.439183673469387	79	3.5206271827706637	234	10.428186845168801
eng225	1	0	28.29061224489796	84	2.9691828254847645	237	8.377337257617729
eng226	1	0	22.569795918367348	79	3.5002531828703702	232	10.279224537037036
eng227	1	0	29.466122448979593	82	2.7828568262411344	236	8.00919769503546
eng228	1	0	26.671020408163265	89	3.3369551909892263	242	9.07351860920666
eng250	1	0	27.01061224489796	84	3.1098887814313345	239	8.848374032882012
eng267	1	0	25.15591836734694	83	3.2994223779854623	236	9.381490134994808
eng268	1	0	18.703673469387756	80	4.277234636871508	232	12.403980446927374
eng306	1	0	20.34938775510204	79	3.8821806803594354	232	11.400834403080873
eng308	1	0	22.439183673469387	81	3.6097569848661237	233	10.38362194412107
eng310	1	0	28.133877551020408	93	3.3056232590529246	247	8.779451021355618
eng319	1	0	20.244897959183675	78	3.852822580645161	230	11.360887096774192
eng334	1	0	27.951020408163266	86	3.076810747663551	239	8.550671728971961
eng350	1	0	23.431836734693878	79	3.37148132664437	233	9.943736064659978
eng363	1	0	21.864489795918367	79	3.6131645758661888	232	10.610812425328554
eng365	1	0	22.961632653061226	81	3.5276237201365186	233	10.147362059158134
eng366	1	0	25.86122448979592	84	3.2481060606060606	237	9.164299242424242
eng367	1	0	21.60326530612245	83	3.8420117896009676	235	10.877985187424425
eng368	1	0	24.99918367346939	79	3.160103187042842	231	9.24030172413793
eng374	1	0	20.009795918367345	77	3.8481152088772848	231	11.544345626631856
eng400	1	0	22.987755102040815	81	3.523615056818182	234	10.179332386363637
eng413	1	0	24.058775510204082	76	3.158930510314875	230	9.559921281216068
eng417	1	0	21.15918367346939	78	3.686342592592592	231	10.91724537037037
eng440	1	0	23.301224489795917	79	3.390379764573991	231	9.913642096412557
eng448	1	0	21.91673469387755	80	3.6501787842669846	234	10.67677294398093
eng450	1	0	23.536326530612246	79	3.356513596004439	233	9.899590732519423
eng456	1	0	21.080816326530613	78	3.700046468401487	230	10.910393432465924
eng460	1	0	20.035918367346937	77	3.843098109517601	230	11.479383963494135
eng465	1	0	21.47265306122449	78	3.6325273722627736	230	10.711298661800486
eng470	1	0	20.715102040816326	79	3.8136428121059267	231	11.151284678436317
eng473	1	0	21.289795918367346	81	3.804639570552147	233	10.944210122699387
eng487	1	0	18.599183673469387	77	4.139966643258427	230	12.366134129213483
eng488	1	0	27.219591836734693	83	3.0492742322456814	238	8.743702015355087
eng496	1	0	22.569795918367348	79	3.5002531828703702	231	10.234917534722221
eng549	1	0	18.390204081632653	75	4.078258167613637	228	12.397904829545455
eng566	1	0	20.244897959183675	78	3.852822580645161	230	11.360887096774192
eng578	1	0	22.75265306122449	79	3.4721225602755457	232	10.196613088404133
fre001	1	0	27.506938775510203	90	3.2719017094017095	243	8.834134615384615
fre002	1	0	46.733061224489795	108	2.3109977641140302	263	5.627707518166574
fre003	1	0	28.368979591836734	93	3.278228591160221	247	8.706693139963168
fre004	1	0	37.459591836734695	102	2.72293410041841	256	6.834030683403068
fre005	1	0	20.12	57	2.83300198807157	149	7.405566600397614
fre005	3	23.13	39.94122448979592	47	2.7957511380880113	111	6.602731411229134
fre006	1	0	27.141224489795917	88	3.2423002887391723	243	8.95317011549567
fre007	1	0	22.75265306122449	79	3.4721225602755457	232	10.196613088404133
fre008	1	0	34.84734693877551	88	2.525299850074963	243	6.9732711769115445
fre009	1	0	21.551020408163264	77	3.572916666666667	229	10.62594696969697
fre010	1	0	22.75265306122449	81	3.5600243972445464	235	10.328465843857636
fre011	1	0	21.080816326530613	78	3.700046468401487	232	11.005266418835191
fre012	1	0	22.831020408163266	78	3.416404462242563	232	10.161613272311213
fre013	1	0	21.15918367346939	77	3.6390817901234565	232	10.964506172839505
fre014	1	0	25.835102040816327	82	3.1739762386248733	237	9.17356547017189
fre015	1	0	24.32	84	3.4539473684210527	236	9.703947368421053
fre016	1	0	20.34938775510204	83	4.078746790757381	237	11.646542041078305
fre017	1	0	27.506938775510203	88	3.199192782526116	242	8.797780151946819
fre018	1	0	25.2865306122449	79	3.1241929235537187	232	9.174845041322314
fre019	1	0	29.544489795918366	90	3.0462533156498677	244	8.258731211317418
fre020	1	0	19.77469387755102	83	4.197283685601057	236	11.934445178335535
fre021	1	0	24.346122448979592	77	3.1627212982832615	232	9.529238197424892
fre022	1	0	26.61877551020408	84	3.155667320902846	238	8.94105740922473
fre023	1	0	28.003265306122447	89	3.178200792910448	243	8.677559468283583
fre024	1	0	25.965714285714284	80	3.080985915492958	234	9.011883802816902
fre025	1	0	22.413061224489795	81	3.613964160839161	234	10.44034090909091
fre026	1	0	21.888	77	3.517909356725146	231	10.553728070175438
fre027	1	0	24.920816326530613	84	3.370676100628931	238	9.55024895178197
fre028	1	0	26.72326530612245	82	3.0684872922776147	235	8.793835532746822
fre029	1	0	34.74285714285714	90	2.59046052631579	244	7.023026315789474
fre030	1	0	22.569795918367348	81	3.5888671875	235	10.412145543981481
fre031	1	0	30.85061224489796	88	2.8524555461473327	241	7.811838484335309
fre032	1	0	41.76979591836735	104	2.4898373983739837	258	6.1767120075046895
fre033	1	0	29.100408163265307	79	2.71473855475763	233	8.0067605475763
fre034	1	0	35.604897959183674	98	2.752430300807043	253	7.1057639398385914
fre035	1	0	23.118367346938776	79	3.417196327683616	234	10.121822033898304
fre036	1	0	20.009795918367345	81	4.048017297650131	233	11.644296671018278
fre037	1	0	21.02857142857143	76	3.614130434782609	230	10.9375
fre038	1	0	25.57387755102041	79	3.0890896322778345	233	9.110859295199182
fre039	1	0	28.55183673469388	92	3.2222095150960657	247	8.650932067703568
fre040	1	0	23.013877551020407	77	3.34580732122588	230	9.993969920544837
fre041	1	0	19.77469387755102	77	3.8938655878467636	231	11.681596763540291
fre042	1	0	39.52326530612245	101	2.5554568737607406	254	6.426594514210179
fre043	1	0	26.256	80	3.0469226081657528	234	8.912248628884827
fre044	1	0	22.104	80	3.6192544335866814	233	10.541078537821209
fre045	1	0	23.980408163265306	84	3.502859477124183	237	9.883067810457517
fre046	1	0	17.841632653061225	78	4.371797218155198	231	12.94724560761347
fre047	1	0	22.073469387755104	81	3.6695636094674553	234	10.600961538461538
fre048	1	0	26.253061224489795	86	3.275808457711443	240	9.14179104477612
fre049	1	0	26.72326530612245	81	3.0310667155425217	236	8.831256109481915
fre050	1	0	39.3665306122449	100	2.540228931652289	255	6.477583775713337
fre051	1	0	27.324081632653062	84	3.074211281070746	239	8.746863049713193
fre052	1	0	31.84326530612245	83	2.60651661197703	236	7.411300246103363
fre053	1	0	32.73142857142857	92	2.810754189944134	246	7.515712290502793
fre054	1	0	23.588571428571427	78	3.306686046511628	232	9.835271317829458
fre055	1	0	31.42530612244898	87	2.768469451371571	242	7.70080008312552
fre056	1	0	31.52979591836735	100	3.171603148301574	253	8.024155965202983
fre057	1	0	31.268571428571427	86	2.7503654970760234	241	7.707419590643275
fre058	1	0	29.59673469387755	79	2.6692133715798763	233	7.872490070609003
fre059	1	0	23.45795918367347	76	3.239838530066815	230	9.804774498886413
fre060	1	0	27.74204081632653	87	3.1360346045197742	240	8.651129943502825
fre061	1	0	24.89469387755102	83	3.334043809024134	238	9.56027019937041
fre062	1	0	29.41387755102041	85	2.8897924067495557	239	8.125416296625222
fre063	1	0	30.14530612244898	83	2.753330805892548	238	7.8950931542461005
ger001	1	0	27.428571428571427	84	3.0625	239	8.713541666666668
ger002	1	0	24.58122448979592	84	3.4172422954303934	238	9.682186503719448
ger003	1	0	23.405714285714286	81	3.460693359375	235	10.040283203125
ger004	1	0	25.15591836734694	78	3.1006619937694704	232	9.222481827622016
ger005	1	0	28.83918367346939	81	2.8086786684782608	235	8.148635643115942
ger006	1	0	26.070204081632653	79	3.0302793086172346	233	8.937406062124248
ger007	1	0	21.62938775510204	80	3.698671497584541	235	10.86484752415459
ger008	1	0	20.08816326530612	77	3.833103055916775	231	11.499309167750326
ger009	1	0	22.896	77	3.3630328441649193	231	10.08909853249476
ger010	1	0	21.577142857142857	80	3.707627118644068	232	10.752118644067798
ger011	1	0	24.24	81	3.341584158415842	235	9.694719471947195
ger012	1	0	24.502857142857142	81	3.3057369402985075	235	9.59071828358209
ger013	1	0	24.685714285714287	82	3.321759259259259	235	9.519675925925926
ger014	1	0	24.13714285714286	84	3.4801136363636362	238	9.860321969696969
ger015	1	0	24.163265306122447	83	3.4349662162162162	237	9.808277027027028
ger016	1	0	24.633469387755103	78	3.1664236479321315	233	9.458675768822905
ger017	1	0	25.835102040816327	83	3.2126832659251767	238	9.212272497472194
ger018	1	0	26.04408163265306	87	3.340490220661986	242	9.291938314944835
ger019	1	0	26.409795918367347	82	3.104908506429278	235	8.898213402571711
ger020	1	0	29.59673469387755	88	2.9733009708737863	243	8.21036518093557
ger021	1	0	22.413061224489795	79	3.524730477855478	234	10.44034090909091
ger022	1	0	25.46938775510204	89	3.4943910256410255	243	9.540865384615385
ger023	1	0	26.122448979591837	84	3.2156249999999997	236	9.034374999999999
ger024	1	0	21.080816326530613	80	3.794919454770756	235	11.147575898389094
ger025	1	0	20.427755102040816	80	3.916240409207161	233	11.406050191815856
ger026	1	0	34.089795918367344	92	2.698754789272031	247	7.245569923371648
ger027	1	0	24.47673469387755	80	3.268409818569904	234	9.56009871931697
ger028	1	0	19.304489795918368	79	4.092312246278755	233	12.069731055480379
ger029	1	0	24.346122448979592	80	3.2859442060085837	235	9.652461105150215
ger030	1	0	23.823673469387757	80	3.3580043859649122	234	9.822162828947368
ger031	1	0	28.57795918367347	83	2.9043361517367456	237	8.293104433272394
ger032	1	0	24.048	79	3.2850964737192285	233	9.688955422488357
ger033	1	0	20.166530612244898	80	3.9669689119170983	235	11.652971178756477
ger034	1	0	22.622040816326532	79	3.4921694572748265	234	10.343894341801384
ger035	1	0	23.562448979591835	76	3.225471175166297	229	9.718853935698448
ger036	1	0	20.427755102040816	79	3.8672874040920715	233	11.406050191815856
hin001	1	0	26.357551020408163	85	3.2248823092170467	240	9.105550049554013
hin002	1	0	24.920816326530613	80	3.210167714884696	234	9.389740566037736
hin003	1	0	26.279183673469387	81	3.0822875248508947	236	8.980492047713717
hin004	1	0	32.80979591836735	86	2.621168391719745	241	7.345367237261146
hin005	1	0	29.72734693877551	93	3.1284325571177503	247	8.308847759226714
hin006	1	0	22.909387755102042	79	3.4483680159635117	234	10.214153363740023
hin007	1	0	30.511020408163265	90	2.9497538527397262	245	8.029885488013699
hin008	1	0	20.323265306122448	79	3.887170629820052	233	11.464693123393317
hin009	1	0	20.166530612244898	74	3.669446243523316	227	11.256274287564766
hin010	1	0	21.968979591836735	83	3.778054399524376	236	10.742419738406658
hin011	1	0	27.428571428571427	83	3.026041666666667	237	8.640625
hin012	1	0	29.622857142857143	87	2.9369212962962963	242	8.169367283950617
hin013	1	0	35.84	104	2.901785714285714	259	7.226562499999999
hin014	1	0	28.63020408163265	87	3.038748859489051	242	8.452611770072993
hin015	1	0	22.88326530612245	80	3.4960045662100456	235	10.26951341324201
hin016	1	0	27.40244897959184	89	3.2478848903717825	242	8.83132745471878
hin017	1	0	27.898775510204082	82	2.939197097378277	236	8.459152621722847
hin018	1	0	22.804897959183673	80	3.5080183276059564	234	10.260953608247423
ita001	1	0	30.119183673469387	92	3.0545316565481353	246	8.167552038161318
ita002	1	0	50.49469387755102	107	2.11903453181583	262	5.188663993792033
ita003	1	0	21.080816326530613	77	3.6526099752168526	232	11.005266418835191
ita004	1	0	20.06204081632653	78	3.887939453125	232	11.564127604166668
ita005	1	0	22.33469387755102	76	3.4027777777777777	230	10.297880116959064
ita006	1	0	21.080816326530613	79	3.747482961586121	233	11.052702912019827
ita007	1	0	20.688979591836734	76	3.673453282828283	228	11.02035984848485
ita008	1	0	30.119183673469387	86	2.8553230702515178	241	8.001544882914137
ita009	1	0	22.75265306122449	82	3.603975315729047	236	10.372416762342135
ita010	1	0	27.036734693877552	85	3.14387077294686	239	8.839824879227052
ita011	1	0	21.62938775510204	77	3.5599713164251208	231	10.679913949275363
ita012	1	0	26.200816326530614	83	3.1678402293120635	237	9.045519690927218
ita013	1	0	23.536326530612246	80	3.399001109877913	235	9.98456576026637
ita014	1	0	26.749387755102042	83	3.102874755859375	238	8.89739990234375
ita015	1	0	28.34285714285714	85	2.998991935483871	240	8.467741935483872
ita016	1	0	32.60081632653061	86	2.637970753205128	241	7.392452924679487
ita017	1	0	26.59265306122449	86	3.2339759332023577	239	8.98744474459725
ita018	1	0	26.540408163265305	78	2.9389148622047245	233	8.779066190944883
ita019	1	0	23.61469387755102	78	3.303028207964602	232	9.824391592920355
ita020	1	0	23.954285714285714	83	3.4649332061068705	235	9.810353053435115
ita021	1	0	25.391020408163264	81	3.190104166666667	236	9.294624485596708
ita022	1	0	23.693061224489796	84	3.5453417861080485	238	10.04513506063947
ita023	1	0	21.551020408163264	77	3.572916666666667	230	10.672348484848486
ita024	1	0	21.15918367346939	79	3.7336033950617282	233	11.01176697530864
ita025	1	0	20.166530612244898	78	3.867794689119171	231	11.454622733160623
ita026	1	0	22.59591836734694	79	3.496206647398844	233	10.311596820809248
ita027	1	0	26.82	81	3.0201342281879193	234	8.724832214765101
ita028	1	0	21.21142857142857	80	3.7715517241379315	235	11.078933189655173
ita029	1	0	20.558367346938777	75	3.6481496188055904	228	11.090374841168995
ita030	1	0	33.69795918367347	93	2.759811046511628	247	7.329820736434109
ita031	1	0	26.644897959183673	82	3.077512254901961	236	8.857230392156863
ita032	1	0	39.00081632653061	92	2.358924983255191	247	6.333200770261219
ita033	1	0	41.37795918367347	98	2.368410669191919	253	6.114366319444445
man001	1	0	32.182857142857145	98	3.0450994318181817	253	7.861328124999999
man002	1	0	38.373877551020406	97	2.5277612321307013	252	6.566967324710688
man003	1	0	42.370612244897956	105	2.478132706535142	259	6.112727342786684
man004	1	0	31.60816326530612	88	2.784090909090909	243	7.687887396694215
man005	1	0	29.387755102040817	90	3.0625	244	8.302777777777777
man006	1	0	31.81714285714286	97	3.048670977011494	252	7.920258620689655
man007	1	0	20.375510204081632	77	3.7790464743589745	230	11.288060897435898
man008	1	0	26.749387755102042	84	3.1402587890625	238	8.89739990234375
man009	1	0	35.99673469387755	99	2.7502494557329467	253	7.028415275761974
man010	1	0	21.864489795918367	79	3.6131645758661888	233	10.656548685782557
man011	1	0	37.82530612244898	91	2.4057967886740332	246	6.503582527624309
man012	1	0	19.879183673469388	78	3.923702365308804	231	11.620195466491458
man013	1	0	21.942857142857143	78	3.5546875	233	10.618489583333334
man014	1	0	31.190204081632654	85	2.7252146147403686	240	7.694723618090452
man015	1	0	27.663673469387756	91	3.289512511803588	245	8.856379839471199
man016	1	0	27.74204081632653	86	3.099988229755179	240	8.651129943502825
man017	1	0	25.6	83	3.2421875	238	9.296875
man018	1	0	32.784	86	2.6232308443142998	241	7.351146900927282
man019	1	0	42.97142857142857	97	2.2573138297872344	251	5.841090425531915
man020	1	0	24.42448979591837	82	3.357286096256684	237	9.703375668449198
man021	1	0	39.96734693877551	110	2.7522467320261437	265	6.630412581699346
man022	1	0	27.088979591836736	85	3.1378073770491803	240	8.859691417550627
man023	1	0	47.80408163265306	110	2.301058743169399	265	5.543459699453552
man024	1	0	29.1265306122449	84	2.883968609865471	237	8.136911434977579
man025	1	0	25.260408163265307	83	3.2857743019648398	238	9.421858841778697
man026	1	0	31.059591836734693	88	2.8332632464255676	243	7.823670100925147
man027	1	0	23.3534693877551	81	3.468435402684564	236	10.105564876957494
man028	1	0	30.17142857142857	82	2.7178030303030303	237	7.855113636363637
man029	1	0	19.90530612244898	78	3.918553149606299	232	11.655183727034121
man030	1	0	38.138775510204084	106	2.779323630136986	261	6.843428938356164
man031	1	0	23.954285714285714	89	3.7154103053435117	242	10.102576335877863
man032	1	0	22.368	78	3.4871244635193137	233	10.416666666666668
man033	1	0	23.431836734693878	78	3.328804347826087	231	9.858382107023411
man034	1	0	27.533061224489796	88	3.196157495256167	243	8.825753083491462
man035	1	0	30.511020408163265	91	2.9825288955479454	246	8.062660530821917
man036	1	0	33.201632653061225	101	3.042019079464988	255	7.680345200629426
man037	1	0	39.88897959183674	105	2.6323059921414536	260	6.51809102815979
man038	1	0	43.311020408163266	106	2.4474140530759954	261	6.026179885404101
man039	1	0	34.76897959183673	95	2.732320623591285	250	7.190317430503382
man040	1	0	24.293877551020408	84	3.4576612903225805	239	9.837869623655914
man041	1	0	35.10857142857143	101	2.876790364583333	256	7.291666666666666
man042	1	0	55.666938775510204	110	1.97603824495542	263	4.724527803847959
man043	1	0	42.5534693877551	109	2.561483271945979	262	6.156959791282996
man044	1	0	33.906938775510206	83	2.4478765408320493	238	7.0192122496147915
man045	1	0	46.36734693877551	101	2.178257042253521	256	5.52112676056338
man046	1	0	42.68408163265306	105	2.4599334455324358	259	6.0678358323133414
man047	1	0	34.76897959183673	93	2.674798084147258	248	7.132794891059354
man048	1	0	41.37795918367347	97	2.3442432133838387	251	6.066031407828283
man049	1	0	18.991020408163266	81	4.265173658872077	233	12.268956327372765
man050	1	0	39.94122448979592	108	2.7039731850882927	263	6.584675441465009
man051	1	0	27.87265306122449	85	3.049584114339269	240	8.610590440487348
man052	1	0	32.287346938775514	89	2.7564977750809057	244	7.557139967637539
man053	1	0	30.197551020408163	87	2.881028330449827	242	8.013894896193772
man054	1	0	22.386938775510203	83	3.7075189614935824	236	10.54186114352392
man055	1	0	35.78775510204082	95	2.6545392335766422	250	6.985629562043795
man056	1	0	27.48081632653061	86	3.1294557984790874	241	8.769754039923955
man057	1	0	23.45795918367347	80	3.4103563474387526	234	9.975292316258352
man058	1	0	19.824	77	3.8841807909604515	231	11.652542372881355
man059	1	0	40.82938775510204	100	2.449216250799744	253	6.196517114523353
man060	1	0	32.20897959183674	98	3.042629764801297	251	7.792857866991078
man061	1	0	34.71673469387755	92	2.6500188111361926	247	7.114724416854779
man062	1	0	23.144489795918368	78	3.370132618510158	231	9.98077737020316
man063	1	0	27.376326530612246	81	2.958760734732824	236	8.620586832061068
man064	1	0	36.414693877551024	99	2.718682747489239	252	6.920283357245337
man065	1	0	19.879183673469388	79	3.974006241787122	232	11.670499342969777
por001	1	0	53.42040816326531	112	2.0965770171149143	266	4.979370415647922
por002	1	0	25.626122448979594	86	3.355950560652395	241	9.40446610601427
por003	1	0	32.26	80	2.4798512089274647	196	6.075635461872288
por003	3	35.34	49.08408163265306	25	1.8189647492055956	64	4.656549757966324
por004	1	0	34.32489795918367	90	2.6220034246575343	244	7.108542617960426
por005	1	0	33.671836734693876	96	2.8510473235065943	251	7.45430081458495
por006	1	0	20.610612244897958	77	3.73593948035488	230	11.159299746514577
por007	1	0	25.965714285714284	85	3.273547535211268	240	9.242957746478874
por008	1	0	25.44326530612245	86	3.3800693018480494	240	9.432751540041068
por009	1	0	23.510204081632654	77	3.275173611111111	231	9.825520833333332
por010	1	0	34.63836734693878	87	2.5116657239819	241	6.9576027526395166
por011	1	0	26.17469387755102	83	3.171001746506986	237	9.054547155688622
por012	1	0	22.648163265306124	78	3.443987889273356	233	10.287809976931948
por013	1	0	20.950204081632652	78	3.7231140897755615	231	11.026145573566085
por014	1	0	23.379591836734694	87	3.721194134078212	242	10.35090782122905
por015	1	0	24.842448979591836	79	3.1800407465825447	233	9.379107518401682
por016	1	0	23.64	87	3.6802030456852792	241	10.194585448392555
por017	1	0	19.826938775510204	79	3.9844779314888013	232	11.70125164690382
por018	1	0	22.413061224489795	82	3.6585810023310024	236	10.529574592074592
por019	1	0	25.208163265306123	82	3.2529145077720205	237	9.401716321243523
por020	1	0	22.099591836734692	78	3.52947695035461	233	10.543181146572104
por021	1	0	21.551020408163264	82	3.8049242424242427	236	10.950757575757576
por022	1	0	39.00081632653061	85	2.179441560616209	240	6.153717347622237
por023	1	0	22.46530612244898	78	3.4720203488372094	232	10.32703488372093
por024	1	0	20.87183673469388	79	3.7850046933667083	232	11.115456821026282
por025	1	0	35.78775510204082	90	2.514826642335766	244	6.817974452554744
por026	1	0	25.626122448979594	79	3.0827917940876652	233	9.092284658511723
por027	1	0	27.01061224489796	83	3.0728662959381046	238	8.811351547388782
por028	1	0	29.074285714285715	88	3.0267295597484276	242	8.323506289308176
por029	1	0	23.28	80	3.4364261168384878	234	10.051546391752577
por030	1	0	20.793469387755103	86	4.135913944723618	239	11.493993404522612
por031	1	0	21.995102040816327	81	3.6826380641330165	234	10.63873218527316
por032	1	0	24.58122448979592	80	3.25451647183847	233	9.478779224229543
por033	1	0	22.04734693877551	79	3.583197571090047	233	10.568164988151658
por034	1	0	23.04	82	3.559027777777778	236	10.243055555555555
por035	1	0	21.73387755102041	80	3.680889423076923	233	10.720590444711538
por036	1	0	31.373061224489796	87	2.773079725228976	242	7.7136240632806
